1	1	N-	----NSF-	13442	Ἀποκάλυψις	ἀποκαλυψις	αποκαλυψις	ἀποκάλυψις			
1	3	V-	-XPPAPN-	9326017	γεγραμμένα	γεγραμμενα	γεγραμμενα	γράφω			,
1	3	RA	----NSM-	10	ὁ	ὁ	ο	ὁ			
1	3	C-	--------	4	γὰρ	γαρ	γαρ	γάρ			
1	3	N-	----NSM-	9346	καιρὸς	καιρος	καιρος	καιρός			
1	3	D-	--------	8	ἐγγύς	ἐγγυς	εγγυς	ἐγγύς			.
1	4	N-	----NSM-	9346	Ἰωάννης	ἰωαννης	ιωαννης	Ἰωάννης			
1	4	RA	----DPF-	10	ταῖς	ταις	ταις	ὁ			
1	4	A-	----DPF-	14211	ἑπτὰ	ἑπτα	επτα	ἑπτά			
1	4	N-	----DPF-	14210	ἐκκλησίαις	ἐκκλησιαις	εκκλησιαις	ἐκκλησία			
1	4	RA	----DPF-	10	ταῖς	ταις	ταις	ὁ			
1	4	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	4	RA	----DSF-	10	τῇ	τη	τη	ὁ			
1	4	N-	----DSF-	13698	Ἀσίᾳ	ἀσια	ασια	Ἀσία			·
1	4	N-	----NSF-	13442	χάρις	χαρις	χαρις	χάρις			
1	4	RP	----DP--	13	ὑμῖν	ὑμιν	υμιν	σύ			
1	4	C-	--------	4	καὶ	και	και	καί			
1	4	N-	----NSF-	13442	εἰρήνη	εἰρηνη	ειρηνη	εἰρήνη			
1	4	P-	--------	7	ἀπὸ	ἀπο	απο	ἀπό			
1	4	RA	----NSM-	10	ὁ	ὁ	ο	ὁ			
1	4	V-	-PAPNSM-	566721	ὢν	ὠν	ων	εἰμί			
1	4	C-	--------	4	καὶ	και	και	καί			
1	4	RA	----NSM-	10	ὁ	ὁ	ο	ὁ			
1	4	V-	3IAI-S--	632449	ἦν	ἠν	ην	εἰμί			
1	4	C-	--------	4	καὶ	και	και	καί			
1	4	RA	----NSM-	10	ὁ	ὁ	ο	ὁ			
1	4	V-	-PMPNSM-	570817	ἐρχόμενος	ἐρχομενος	ερχομενος	ἔρχομαι			,
1	4	C-	--------	4	καὶ	και	και	καί			
1	4	P-	--------	7	ἀπὸ	ἀπο	απο	ἀπό			
1	4	RA	----GPN-	10	τῶν	των	των	ὁ			
1	4	A-	----GPN-	18243	ἑπτὰ	ἑπτα	επτα	ἑπτά			
1	4	N-	----GPN-	18242	πνευμάτων	πνευματων	πνευματων	πνεῦμα			
1	4	RR	----NPN-	14	ἃ	ἁ	α	ὅς			
1	4	P-	--------	7	ἐνώπιον	ἐνωπιον	ενωπιον	ἐνώπιον			
1	4	RA	----GSM-	10	τοῦ	του	του	ὁ			
1	4	N-	----GSM-	9538	θρόνου	θρονου	θρονου	θρόνος			
1	4	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			,
1	5	C-	--------	4	καὶ	και	και	καί			
1	5	P-	--------	7	ἀπὸ	ἀπο	απο	ἀπό			
1	5	N-	----GSM-	9538	Ἰησοῦ	ἰησου	ιησου	Ἰησοῦς			
1	5	N-	----GSM-	9538	Χριστοῦ	χριστου	χριστου	Χριστός			,
1	5	RA	----NSM-	10	ὁ	ὁ	ο	ὁ			
1	5	N-	----NSM-	9346	μάρτυς	μαρτυς	μαρτυς	μάρτυς			
1	5	RA	----NSM-	10	ὁ	ὁ	ο	ὁ			
1	5	A-	----NSM-	9347	πιστός	πιστος	πιστος	πιστός			,
1	5	RA	----NSM-	10	ὁ	ὁ	ο	ὁ			
1	5	A-	----NSM-	9347	πρωτότοκος	πρωτοτοκος	πρωτοτοκος	πρωτότοκος			
1	5	RA	----GPM-	10	τῶν	των	των	ὁ			
1	5	A-	----GPM-	10051	νεκρῶν	νεκρων	νεκρων	νεκρός			
1	5	C-	--------	4	καὶ	και	και	καί			
1	5	RA	----NSM-	10	ὁ	ὁ	ο	ὁ			
1	5	N-	----NSM-	9346	ἄρχων	ἀρχων	αρχων	ἄρχων			
1	5	RA	----GPM-	10	τῶν	των	των	ὁ			
1	5	N-	----GPM-	10050	βασιλέων	βασιλεων	βασιλεων	βασιλεύς			
1	5	RA	----GSF-	10	τῆς	της	της	ὁ			
1	5	N-	----GSF-	13634	γῆς	γης	γης	γῆ			.
1	5	RA	----DSM-	10	Τῷ	τω	τω	ὁ			
1	5	V-	-PAPDSM-	566721	ἀγαπῶντι	ἀγαπωντι	αγαπωντι	ἀγαπάω			
1	5	RP	----AP--	13	ἡμᾶς	ἡμας	ημας	ἐγώ			
1	5	C-	--------	4	καὶ	και	και	καί			
1	5	V-	-AAPDSM-	568257	λύσαντι	λυσαντι	λυσαντι	λύω			
1	5	RP	----AP--	13	ἡμᾶς	ἡμας	ημας	ἐγώ			
1	5	P-	--------	7	ἐκ	ἐκ	εκ	ἐκ			
1	5	RA	----GPF-	10	τῶν	των	των	ὁ			
1	5	N-	----GPF-	14146	ἁμαρτιῶν	ἁμαρτιων	αμαρτιων	ἁμαρτία			
1	5	RP	----GP--	13	ἡμῶν	ἡμων	ημων	ἐγώ			
1	5	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	5	RA	----DSN-	10	τῷ	τω	τω	ὁ			
1	5	N-	----DSN-	17794	αἵματι	αἱματι	αιματι	αἷμα			
1	5	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			
1	6	C-	--------	4	καὶ	και	και	καί			
1	6	V-	3AAI-S--	633473	ἐποίησεν	ἐποιησεν	εποιησεν	ποιέω			
1	6	RP	----AP--	13	ἡμᾶς	ἡμας	ημας	ἐγώ			
1	6	N-	----ASF-	13570	βασιλείαν	βασιλειαν	βασιλειαν	βασιλεία			,
1	6	N-	----APM-	9986	ἱερεῖς	ἱερεις	ιερεις	ἱερεύς			
1	6	RA	----DSM-	10	τῷ	τω	τω	ὁ			
1	6	N-	----DSM-	9602	θεῷ	θεω	θεω	θεός			
1	6	C-	--------	4	καὶ	και	και	καί			
1	6	N-	----DSM-	9602	πατρὶ	πατρι	πατρι	πατήρ			
1	6	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			
1	6	RP	----DSM-	13	αὐτῷ	αὐτω	αυτω	αὐτός			
1	6	RA	----NSF-	10	ἡ	ἡ	η	ὁ			
1	6	N-	----NSF-	13442	δόξα	δοξα	δοξα	δόξα			
1	6	C-	--------	4	καὶ	και	και	καί			
1	6	RA	----NSN-	10	τὸ	το	το	ὁ			
1	6	N-	----NSN-	17538	κράτος	κρατος	κρατος	κράτος			
1	6	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	6	RA	----APM-	10	τοὺς	τους	τους	ὁ			
1	6	N-	----APM-	9986	αἰῶνας	αἰωνας	αιωνας	αἰών			
1	6	RA	----GPM-	10	τῶν	των	των	ὁ			
1	6	N-	----GPM-	10050	αἰώνων	αἰωνων	αιωνων	αἰών			·
1	6	X-	--------	5	ἀμήν	ἀμην	αμην	ἀμήν			.
1	7	X-	--------	5	Ἰδοὺ	ἰδου	ιδου	ἰδού			
1	7	V-	3PMI-S--	636033	ἔρχεται	ἐρχεται	ερχεται	ἔρχομαι			
1	7	P-	--------	7	μετὰ	μετα	μετα	μετά			
1	7	RA	----GPF-	10	τῶν	των	των	ὁ			
1	7	N-	----GPF-	14146	νεφελῶν	νεφελων	νεφελων	νεφέλη			,
1	7	C-	--------	4	καὶ	και	και	καί			
1	7	V-	3FMI-S--	637057	ὄψεται	ὀψεται	οψεται	ὁράω			
1	7	RP	----ASM-	13	αὐτὸν	αὐτον	αυτον	αὐτός			
1	7	A-	----NSM-	9347	πᾶς	πας	πας	πᾶς			
1	7	N-	----NSM-	9346	ὀφθαλμὸς	ὀφθαλμος	οφθαλμος	ὀφθαλμός			
1	7	C-	--------	4	καὶ	και	και	καί			
1	7	RR	----NPM-	14	οἵτινες	οἱτινες	οιτινες	ὅστις			
1	7	RP	----ASM-	13	αὐτὸν	αὐτον	αυτον	αὐτός			
1	7	V-	3AAI-P--	895617	ἐξεκέντησαν	ἐξεκεντησαν	εξεκεντησαν	ἐκκεντέω			,
1	7	C-	--------	4	καὶ	και	και	καί			
1	7	V-	3FMI-P--	899201	κόψονται	κοψονται	κοψονται	κόπτω			
1	7	P-	--------	7	ἐπ	ἐπ	επ	ἐπί			
1	7	RP	----ASM-	13	αὐτὸν	αὐτον	αυτον	αὐτός			
1	7	A-	----NPF-	13955	πᾶσαι	πασαι	πασαι	πᾶς			
1	7	RA	----NPF-	10	αἱ	αἱ	αι	ὁ			
1	7	N-	----NPF-	13954	φυλαὶ	φυλαι	φυλαι	φυλή			
1	7	RA	----GSF-	10	τῆς	της	της	ὁ			
1	7	N-	----GSF-	13634	γῆς	γης	γης	γῆ			.
1	7	X-	--------	5	ναί	ναι	ναι	ναί			,
1	7	X-	--------	5	ἀμήν	ἀμην	αμην	ἀμήν			.
1	8	RP	----NS--	13	Ἐγώ	ἐγω	εγω	ἐγώ			
1	8	V-	1PAI-S--	599169	εἰμι	εἰμι	ειμι	εἰμί			
1	8	RA	----NSN-	10	τὸ	το	το	ὁ			
1	8	N-	----NSN-	17538	Ἄλφα	ἀλφα	αλφα	Ἄλφα			
1	8	C-	--------	4	καὶ	και	και	καί			
1	8	RA	----NSN-	10	τὸ	το	το	ὁ			
1	8	N-	----NSN-	17538	Ὦ	ὠ	ω	Ὦ			,
1	8	V-	3PAI-S--	631937	λέγει	λεγει	λεγει	λέγω			
1	8	N-	----NSM-	9346	κύριος	κυριος	κυριος	κύριος			,
1	8	RA	----NSM-	10	ὁ	ὁ	ο	ὁ			
1	8	N-	----NSM-	9346	θεός	θεος	θεος	θεός			,
1	8	RA	----NSM-	10	ὁ	ὁ	ο	ὁ			
1	8	V-	-PAPNSM-	566721	ὢν	ὠν	ων	εἰμί			
1	8	C-	--------	4	καὶ	και	και	καί			
1	8	RA	----NSM-	10	ὁ	ὁ	ο	ὁ			
1	8	V-	3IAI-S--	632449	ἦν	ἠν	ην	εἰμί			
1	8	C-	--------	4	καὶ	και	και	καί			
1	8	RA	----NSM-	10	ὁ	ὁ	ο	ὁ			
1	8	V-	-PMPNSM-	570817	ἐρχόμενος	ἐρχομενος	ερχομενος	ἔρχομαι			,
1	8	RA	----NSM-	10	ὁ	ὁ	ο	ὁ			
1	8	N-	----NSM-	9346	παντοκράτωρ	παντοκρατωρ	παντοκρατωρ	παντοκράτωρ			.
1	9	RP	----NS--	13	Ἐγὼ	ἐγω	εγω	ἐγώ			
1	9	N-	----NSM-	9346	Ἰωάννης	ἰωαννης	ιωαννης	Ἰωάννης			,
1	9	RA	----NSM-	10	ὁ	ὁ	ο	ὁ			
1	9	N-	----NSM-	9346	ἀδελφὸς	ἀδελφος	αδελφος	ἀδελφός			
1	9	RP	----GP--	13	ὑμῶν	ὑμων	υμων	σύ			
1	9	C-	--------	4	καὶ	και	και	καί			
1	9	N-	----NSM-	9346	συγκοινωνὸς	συγκοινωνος	συγκοινωνος	συγκοινωνός			
1	9	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	9	RA	----DSF-	10	τῇ	τη	τη	ὁ			
1	9	N-	----DSF-	13698	θλίψει	θλιψει	θλιψει	θλῖψις			
1	9	C-	--------	4	καὶ	και	και	καί			
1	9	N-	----DSF-	13698	βασιλείᾳ	βασιλεια	βασιλεια	βασιλεία			
1	9	C-	--------	4	καὶ	και	και	καί			
1	9	N-	----DSF-	13698	ὑπομονῇ	ὑπομονη	υπομονη	ὑπομονή			
1	9	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	9	N-	----DSM-	9602	Ἰησοῦ	ἰησου	ιησου	Ἰησοῦς			,
1	9	V-	1AMI-S--	604801	ἐγενόμην	ἐγενομην	εγενομην	γίνομαι			
1	9	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	9	RA	----DSF-	10	τῇ	τη	τη	ὁ			
1	9	N-	----DSF-	13698	νήσῳ	νησω	νησω	νῆσος			
1	9	RA	----DSF-	10	τῇ	τη	τη	ὁ			
1	9	V-	-PPPDSF-	7030209	καλουμένῃ	καλουμενη	καλουμενη	καλέω			
1	9	N-	----DSF-	13698	Πάτμῳ	πατμω	πατμω	Πάτμος			
1	9	P-	--------	7	διὰ	δια	δια	διά			
1	9	RA	----ASM-	10	τὸν	τον	τον	ὁ			
1	9	N-	----ASM-	9474	λόγον	λογον	λογον	λόγος			
1	9	RA	----GSM-	10	τοῦ	του	του	ὁ			
1	9	N-	----GSM-	9538	θεοῦ	θεου	θεου	θεός			
1	9	C-	--------	4	καὶ	και	και	καί			
1	9	RA	----ASF-	10	τὴν	την	την	ὁ			
1	9	N-	----ASF-	13570	μαρτυρίαν	μαρτυριαν	μαρτυριαν	μαρτυρία			
1	9	N-	----GSM-	9538	Ἰησοῦ	ἰησου	ιησου	Ἰησοῦς			.
1	10	V-	1AMI-S--	604801	ἐγενόμην	ἐγενομην	εγενομην	γίνομαι			
1	10	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	10	N-	----DSN-	17794	πνεύματι	πνευματι	πνευματι	πνεῦμα			
1	10	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	10	RA	----DSF-	10	τῇ	τη	τη	ὁ			
1	10	A-	----DSF-	13699	κυριακῇ	κυριακη	κυριακη	κυριακός			
1	10	N-	----DSF-	13698	ἡμέρᾳ	ἡμερα	ημερα	ἡμέρα			,
1	10	C-	--------	4	καὶ	και	και	καί			
1	10	V-	1AAI-S--	600705	ἤκουσα	ἠκουσα	ηκουσα	ἀκούω			
1	10	P-	--------	7	ὀπίσω	ὀπισω	οπισω	ὀπίσω			
1	10	RP	----GS--	13	μου	μου	μου	ἐγώ			
1	10	N-	----ASF-	13570	φωνὴν	φωνην	φωνην	φωνή			
1	10	A-	----ASF-	13571	μεγάλην	μεγαλην	μεγαλην	μέγας			
1	10	C-	--------	4	ὡς	ὡς	ως	ὡς			
1	10	N-	----GSF-	13634	σάλπιγγος	σαλπιγγος	σαλπιγγος	σάλπιγξ			
1	11	V-	-PAPGSF-	566721	λεγούσης	λεγουσης	λεγουσης	λέγω			·
1	11	RR	----ASN-	14	Ὃ	ὁ	ο	ὅς			
1	11	V-	2PAI-S--	631937	βλέπεις	βλεπεις	βλεπεις	βλέπω			
1	11	V-	2AAD-S--	633537	γράψον	γραψον	γραψον	γράφω			
1	11	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	11	N-	----ASN-	17666	βιβλίον	βιβλιον	βιβλιον	βιβλίον			
1	11	C-	--------	4	καὶ	και	και	καί			
1	11	V-	2AAD-S--	633537	πέμψον	πεμψον	πεμψον	πέμπω			
1	11	RA	----DPF-	10	ταῖς	ταις	ταις	ὁ			
1	11	A-	----DPF-	14211	ἑπτὰ	ἑπτα	επτα	ἑπτά			
1	11	N-	----DPF-	14210	ἐκκλησίαις	ἐκκλησιαις	εκκλησιαις	ἐκκλησία			,
1	11	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	11	N-	----ASF-	13570	Ἔφεσον	ἐφεσον	εφεσον	Ἔφεσος			
1	11	C-	--------	4	καὶ	και	και	καί			
1	11	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	11	N-	----ASF-	13570	Σμύρναν	σμυρναν	σμυρναν	Σμύρνα			
1	11	C-	--------	4	καὶ	και	και	καί			
1	11	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	11	N-	----ASF-	13570	Πέργαμον	περγαμον	περγαμον	Πέργαμος			
1	11	C-	--------	4	καὶ	και	και	καί			
1	11	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	11	N-	----APN-	18178	Θυάτειρα	θυατειρα	θυατειρα	Θυάτειρα			
1	11	C-	--------	4	καὶ	και	και	καί			
1	11	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	11	N-	----APF-	14082	Σάρδεις	σαρδεις	σαρδεις	Σάρδεις			
1	11	C-	--------	4	καὶ	και	και	καί			
1	11	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	11	N-	----ASF-	13570	Φιλαδέλφειαν	φιλαδελφειαν	φιλαδελφειαν	Φιλαδέλφεια			
1	11	C-	--------	4	καὶ	και	και	καί			
1	11	P-	--------	7	εἰς	εἰς	εις	εἰς			
1	11	N-	----ASF-	13570	Λαοδίκειαν	λαοδικειαν	λαοδικειαν	Λαοδίκεια			.
1	12	C-	--------	4	Καὶ	και	και	καί			
1	12	V-	1AAI-S--	600705	ἐπέστρεψα	ἐπεστρεψα	επεστρεψα	ἐπιστρέφω			
1	12	V-	-PAN----	304513	βλέπειν	βλεπειν	βλεπειν	βλέπω			
1	12	RA	----ASF-	10	τὴν	την	την	ὁ			
1	12	N-	----ASF-	13570	φωνὴν	φωνην	φωνην	φωνή			
1	12	RR	----NSF-	14	ἥτις	ἡτις	ητις	ὅστις			
1	12	V-	3IAI-S--	632449	ἐλάλει	ἐλαλει	ελαλει	λαλέω			
1	12	P-	--------	7	μετ	μετ	μετ	μετά			
1	12	RP	----GS--	13	ἐμοῦ	ἐμου	εμου	ἐγώ			·
1	12	C-	--------	4	καὶ	και	και	καί			
1	12	V-	-AAPNSM-	568257	ἐπιστρέψας	ἐπιστρεψας	επιστρεψας	ἐπιστρέφω			
1	12	V-	1AAI-S--	600705	εἶδον	εἰδον	ειδον	ὁράω			
1	12	A-	----APF-	14083	ἑπτὰ	ἑπτα	επτα	ἑπτά			
1	12	N-	----APF-	14082	λυχνίας	λυχνιας	λυχνιας	λυχνία			
1	12	A-	----APF-	14083	χρυσᾶς	χρυσας	χρυσας	χρυσοῦς			,
1	13	C-	--------	4	καὶ	και	και	καί			
1	13	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	13	A-	----DSN-	17795	μέσῳ	μεσω	μεσω	μέσος			
1	13	RA	----GPF-	10	τῶν	των	των	ὁ			
1	13	N-	----GPF-	14146	λυχνιῶν	λυχνιων	λυχνιων	λυχνία			
1	13	A-	----ASM-	9475	ὅμοιον	ὁμοιον	ομοιον	ὅμοιος			
1	13	N-	----ASM-	9474	υἱὸν	υἱον	υιον	υἱός			
1	13	N-	----GSM-	9538	ἀνθρώπου	ἀνθρωπου	ανθρωπου	ἄνθρωπος			,
1	13	V-	-XMPASM-	572865	ἐνδεδυμένον	ἐνδεδυμενον	ενδεδυμενον	ἐνδύω			
1	13	A-	----ASM-	9475	ποδήρη	ποδηρη	ποδηρη	ποδήρης			
1	13	C-	--------	4	καὶ	και	και	καί			
1	13	V-	-XMPASM-	572865	περιεζωσμένον	περιεζωσμενον	περιεζωσμενον	περιζώννυμι			
1	13	P-	--------	7	πρὸς	προς	προς	πρός			
1	13	RA	----DPM-	10	τοῖς	τοις	τοις	ὁ			
1	13	N-	----DPM-	10114	μαστοῖς	μαστοις	μαστοις	μαστός			
1	13	N-	----ASF-	13570	ζώνην	ζωνην	ζωνην	ζώνη			
1	13	A-	----ASF-	13571	χρυσᾶν	χρυσαν	χρυσαν	χρυσοῦς			·
1	14	RA	----NSF-	10	ἡ	ἡ	η	ὁ			
1	14	C-	--------	4	δὲ	δε	δε	δέ			
1	14	N-	----NSF-	13442	κεφαλὴ	κεφαλη	κεφαλη	κεφαλή			
1	14	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			
1	14	C-	--------	4	καὶ	και	και	καί			
1	14	RA	----NPF-	10	αἱ	αἱ	αι	ὁ			
1	14	N-	----NPF-	13954	τρίχες	τριχες	τριχες	θρίξ			
1	14	A-	----NPF-	13955	λευκαὶ	λευκαι	λευκαι	λευκός			
1	14	C-	--------	4	ὡς	ὡς	ως	ὡς			
1	14	N-	----NSN-	17538	ἔριον	ἐριον	εριον	ἔριον			
1	14	A-	----NSN-	17539	λευκόν	λευκον	λευκον	λευκός			,
1	14	C-	--------	4	ὡς	ὡς	ως	ὡς			
1	14	N-	----NSF-	13442	χιών	χιων	χιων	χιών			,
1	14	C-	--------	4	καὶ	και	και	καί			
1	14	RA	----NPM-	10	οἱ	οἱ	οι	ὁ			
1	14	N-	----NPM-	9858	ὀφθαλμοὶ	ὀφθαλμοι	οφθαλμοι	ὀφθαλμός			
1	14	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			
1	14	C-	--------	4	ὡς	ὡς	ως	ὡς			
1	14	N-	----NSF-	13442	φλὸξ	φλοξ	φλοξ	φλόξ			
1	14	N-	----GSN-	17730	πυρός	πυρος	πυρος	πῦρ			,
1	15	C-	--------	4	καὶ	και	και	καί			
1	15	RA	----NPM-	10	οἱ	οἱ	οι	ὁ			
1	15	N-	----NPM-	9858	πόδες	ποδες	ποδες	πούς			
1	15	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			
1	15	A-	----NPM-	9859	ὅμοιοι	ὁμοιοι	ομοιοι	ὅμοιος			
1	15	N-	----DSN-	17794	χαλκολιβάνῳ	χαλκολιβανω	χαλκολιβανω	χαλκολίβανον			,
1	15	C-	--------	4	ὡς	ὡς	ως	ὡς			
1	15	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	15	N-	----DSF-	13698	καμίνῳ	καμινω	καμινω	κάμινος			
1	15	V-	-XPPGSF-	6999489	πεπυρωμένης	πεπυρωμενης	πεπυρωμενης	πυρόομαι			,
1	15	C-	--------	4	καὶ	και	και	καί			
1	15	RA	----NSF-	10	ἡ	ἡ	η	ὁ			
1	15	N-	----NSF-	13442	φωνὴ	φωνη	φωνη	φωνή			
1	15	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			
1	15	C-	--------	4	ὡς	ὡς	ως	ὡς			
1	15	N-	----NSF-	13442	φωνὴ	φωνη	φωνη	φωνή			
1	15	N-	----GPN-	18242	ὑδάτων	ὑδατων	υδατων	ὕδωρ			
1	15	A-	----GPN-	18243	πολλῶν	πολλων	πολλων	πολύς			,
1	16	C-	--------	4	καὶ	και	και	καί			
1	16	V-	-PAPNSM-	566721	ἔχων	ἐχων	εχων	ἔχω			
1	16	P-	--------	7	ἐν	ἐν	εν	ἐν			
1	16	RA	----DSF-	10	τῇ	τη	τη	ὁ			
1	16	A-	----DSF-	13699	δεξιᾷ	δεξια	δεξια	δεξιός			
1	16	N-	----DSF-	13698	χειρὶ	χειρι	χειρι	χείρ			
1	16	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			
1	16	N-	----APM-	9986	ἀστέρας	ἀστερας	αστερας	ἀστήρ			
1	16	A-	----APM-	9987	ἑπτά	ἑπτα	επτα	ἑπτά			,
1	16	C-	--------	4	καὶ	και	και	καί			
1	16	P-	--------	7	ἐκ	ἐκ	εκ	ἐκ			
1	16	RA	----GSN-	10	τοῦ	του	του	ὁ			
1	16	N-	----GSN-	17730	στόματος	στοματος	στοματος	στόμα			
1	16	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός			
1	16	N-	----NSF-	13442	ῥομφαία	ῥομφαια	ρομφαια	ῥομφαία			
1	16	A-	----NSF-	13443	δίστομος	διστομος	διστομος	δίστομος			
1	16	A-	----NSF-	13443	ὀξεῖα	ὀξεια	οξεια	ὀξύς			
1	16	V-	-PMPNSF-	570817	ἐκπορευομένη	ἐκπορευομενη	εκπορευομενη	ἐκπορεύομαι			,
1	16	C-	--------	4	καὶ	και	και	καί			
1	16	RA	----NSF-	10	ἡ	ἡ	η	ὁ			
1	16	N-	----NSF-	13442	ὄψις	ὀψις	οψις	ὄψις			
